Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Uni Dorsa,Venus,800.00,33.70,114.30,"Dorsum, dorsa",1985,"Etruscan goddess, same as Hera or Juno."
Unitkak,Venus,8.00,40.80,199.50,"Crater, craters",1997,Eskimo (Chukotka) first name.
Unuk Dorsa,Venus,400.00,-4.50,351.50,"Dorsum, dorsa",1997,Eskimo (Chukotka) night maiden.
Uorsar Rupes,Venus,820.00,76.80,341.20,"Rupes, rupēs",1985,Adygan (Caucasus) goddess of hearth.
Uottakh-sulus Valles,Venus,1100.00,12.50,239.00,"Vallis, valles",1997,Yakutian/Saha name for planet Venus.
Upunusa Tholus,Venus,223.00,66.20,252.40,"Tholus, tholi",1985,"Earth goddess of Leti and Babar (Southwestern islands, eastern Indonesia)."
Urash Corona,Venus,360.00,43.20,282.00,"Corona, coronae","May 10, 2007","Sumerian-Akkadian earth goddess, wife of sky god Anu."
Urazbike,Venus,7.00,-9.00,202.50,"Crater, craters",1997,Tartar first name.
Urd Tessera,Venus,250.00,-40.00,174.50,"Tessera, tesserae",1997,Norse fate goddess.
Uretsete Mons,Venus,500.00,-12.00,261.00,"Mons, montes",1997,Keresan Pueblo ancestor goddess.
Urkuk Dorsa,Venus,600.00,-12.00,320.00,"Dorsum, dorsa",1997,Nivkhi (Sakhalin Isl.) night maiden.
Urutonga Colles,Venus,500.00,10.00,154.00,"Collis, colles",2003,Māori sea goddess.
Ushas Mons,Venus,413.00,-24.30,324.60,"Mons, montes",1982,Indian goddess of dawn.
Ustinya,Venus,11.80,-41.20,251.60,"Crater, craters",1997,Russian first name.
Ustrecha Tesserae,Venus,450.00,-43.00,265.00,"Tessera, tesserae",1997,Old Russian goddess of chance.
Uti Hiata Mons,Venus,500.00,16.00,69.00,"Mons, montes",1997,Pawnee Mother Corn deity.
Utrenitsa Vallis,Venus,700.00,55.00,280.00,"Vallis, valles",1997,Old Russian name for planet Venus.
Ut Rupes,Venus,676.00,55.30,321.90,"Rupes, rupēs",1982,Siberian; Turco-Tatar goddess of the hearth fire.
Utset Corona,Venus,150.00,-55.50,167.00,"Corona, coronae",1997,Zia (SW USA) the First Mother.
Uvaysi,Venus,38.90,2.30,198.30,"Crater, craters",1994,Uzbek poet (c. 1780-c. 1850).
Uyengimi,Venus,8.90,-76.90,204.90,"Crater, craters",1997,"Khanty, Mansi (Ob River Finn) first name."
Uzume Fluctus,Venus,700.00,28.60,220.30,"Fluctus, fluctūs",1997,Japanese goddess of cheerfulness.
Văcărescu,Venus,31.50,-63.00,199.80,"Crater, craters",1994,"Helene; Rumanian poet, novelist (1866-1947)."
Vacuna Corona,Venus,448.00,60.40,96.00,"Corona, coronae",1985,Sabinian (Ancient Italy) goddess of harvest.
Vaidilute Rupes,Venus,2000.00,-43.50,22.00,"Rupes, rupēs",1997,Lithuanian hearth goddess.
Vaiva Dorsum,Venus,520.00,-53.20,204.00,"Dorsum, dorsa",1994,Lithaunian rainbow goddess.
Vaka,Venus,11.80,-41.40,8.90,"Crater, craters",1997,Bulgarian first name.
Vakarine Vallis,Venus,625.00,5.00,336.40,"Vallis, valles",1994,Lithuanian word for planet Venus.
Vako-nana Tesserae,Venus,1200.00,27.00,40.00,"Tessera, tesserae",1997,Adygan wise predictor.
Valadon,Venus,25.20,-49.00,167.70,"Crater, craters",1994,Suzanne; French painter (1865-1940).
Valborg,Venus,20.00,75.50,272.10,"Crater, craters",1985,Danish first name.
Valentina,Venus,24.60,46.40,144.10,"Crater, craters",1985,Latin first name.
Valerie,Venus,13.60,-6.40,30.90,"Crater, craters",1997,French first name.
Valkyrie Fossae,Venus,357.00,58.20,7.00,"Fossa, fossae",1991,Norse battle maidens.
Vallija,Venus,15.20,26.30,120.00,"Crater, craters",1994,Latvian first name.
Vanessa,Venus,10.00,-6.00,1.90,"Crater, craters",1997,Greek first name.
Vard,Venus,6.10,17.50,314.50,"Crater, craters",1997,Armenian first name.
Varma-Ava Dorsa,Venus,767.00,62.30,268.80,"Dorsum, dorsa",1985,Mordvinian (Volga Finn) wind goddess.
Var Mons,Venus,1000.00,1.20,316.20,"Mons, montes",1997,Scandinavian love goddess.
Varya,Venus,14.30,2.80,211.80,"Crater, craters",1997,Russian first name.
Varz Chasma,Venus,346.00,71.30,27.00,"Chasma, chasmata",1985,Lezghin (Caucasus) moon goddess.
Vashti,Venus,17.00,-6.80,43.70,"Crater, craters",1994,Persian first name.
Vasilisa Regio,Venus,1200.00,-11.00,332.00,"Regio, regiones",1997,Russian tale heroine.
Vasilutsa,Venus,5.70,16.50,334.40,"Crater, craters",1997,Moldavian first name.
Vassi,Venus,8.50,34.40,346.50,"Crater, craters",1997,Karelian first name.
Vasudhara Corona,Venus,160.00,43.20,2.70,"Corona, coronae",1994,Buddhist female Bodhisattva of abundance.
Ved-Ava Corona,Venus,200.00,33.00,143.00,"Corona, coronae",1997,Mordovian (Volga Finn) water mother.
Veden-Ema Vallis,Venus,300.00,-15.00,141.00,"Vallis, valles",1997,Finnish goddess of fishing.
Vedma Dorsa,Venus,3345.00,42.00,159.00,"Dorsum, dorsa",1985,East Slav witch.
Vejas-mate Dorsa,Venus,1600.00,-70.50,245.00,"Dorsum, dorsa",1997,Latvian “;wind mother“;.
Veleda Linea,Venus,1350.00,-10.00,213.00,"Linea, lineae",2003,Warrior goddess of the continental Celts.
Vellamo Planitia,Venus,2155.00,45.40,149.10,"Planitia, planitiae",1985,Karelo-Finn mermaid.
Venilia Mons,Venus,320.00,32.70,238.80,"Mons, montes",1985,Ancient Italian sea goddess.
Verdandi Corona,Venus,180.00,-5.50,65.20,"Corona, coronae",1994,Norse bestower of blessings.
Veriko,Venus,5.20,20.40,350.10,"Crater, craters",1997,Georgian first name.
Veronica,Venus,17.90,-38.10,124.60,"Crater, craters",1994,First name from Latin.
Verpeja Tesserae,Venus,600.00,-58.00,160.00,"Tessera, tesserae",1997,Lithuanian life thread goddess.
Vesna,Venus,14.90,-60.30,220.50,"Crater, craters",1994,Slavic first name.
Vesper Vallis,Venus,610.00,-59.30,180.00,"Vallis, valles",2000,Latin name for evening Venus.
Vesta Rupes,Venus,788.00,58.30,323.90,"Rupes, rupēs",1982,Roman hearth goddess.
Vesuna Corona,Venus,200.00,-65.50,275.00,"Corona, coronae",1997,Italian (Umbrian) vegetation goddess.
Veta,Venus,6.40,42.60,349.50,"Crater, craters",1997,Romanian first name.
Vetsorgo Dorsum,Venus,700.00,-6.50,163.00,"Dorsum, dorsa",2000,Mordovian/Erzya (Volga Finn) daughter of the supreme sky god Nishke.
Viardot Patera,Venus,55.00,-7.00,254.30,"Patera, paterae",2000,(Viardot-Garcia) Pauline; French singer and composer (1821-1910).
Vibert-Douglas Patera,Venus,45.00,-11.60,194.30,"Patera, paterae",2003,Allie; Canadian astronomer (1894-1988).
Vigée-Lebrun,Venus,57.80,17.30,141.40,"Crater, craters",1991,Marie; French painter (1755-1842). Spelling changed from Vigier Lebrun.
[Vihansa Linea],Venus,0.00,54.00,20.00,"Linea, lineae",1982,German war goddess.
Vilakh Tholus,Venus,15.00,-6.50,176.50,"Tholus, tholi",1997,Lakian/Kazikumukhan (Daghestan) fire goddess.
Villepreux-Power Patera,Venus,100.00,-22.00,210.00,"Patera, paterae",1997,Jeannette; French marine biologist (1794-1871).
Vinmara Planitia,Venus,1635.00,53.80,207.60,"Planitia, planitiae",1985,Swan maiden whom sea god Qat kept on Earth by hiding her wings (New Hebrides).
Viola,Venus,10.00,-36.10,240.50,"Crater, craters",1997,English first name.
Vir-ava Chasma,Venus,1700.00,-16.50,124.00,"Chasma, chasmata",1982,Mordvinian forest mother.
Vires-Akka Chasma,Venus,742.00,75.60,341.60,"Chasma, chasmata",1985,Saami-Lapp forest goddess.
Virga,Venus,10.30,-26.90,7.70,"Crater, craters",1997,Lithuanian first name.
Virginia,Venus,18.50,-52.90,185.90,"Crater, craters",1994,First name from Latin.
Virilis Tesserae,Venus,782.00,56.10,239.70,"Tessera, tesserae",1985,"One of the names of Fortuna, Roman goddess of chance."
Viriplaca Planum,Venus,1200.00,-20.00,112.00,"Planum, plana",2003,Roman goddess of matrimonial love and happiness.
Virtus Linea,Venus,500.00,12.00,21.00,"Linea, lineae",1997,Roman war goddess.
Virve,Venus,18.00,-5.10,346.90,"Crater, craters",1994,Estonian first name.
Vishera Vallis,Venus,300.00,-33.10,161.60,"Vallis, valles",2003,Komi-Permyakan (Ural Finn) girl who turned into a river with the same name.
Vlasta,Venus,10.70,28.40,250.10,"Crater, craters",1997,Czech first name.
Volkova,Venus,47.50,75.20,242.20,"Crater, craters",1985,Anna; Russian chemist (1800-1876).
Volyana,Venus,5.30,60.60,359.90,"Crater, craters",1997,Gypsy first name.
von Paradis,Venus,37.50,-32.20,314.90,"Crater, craters",1994,Maria; Austrian pianist (1759-1834).
von Schuurman,Venus,29.10,-5.00,191.00,"Crater, craters",1994,"Anna; Dutch linguist, writer, artist (1607-1678)."
Von Siebold,Venus,32.40,-52.00,36.60,"Crater, craters",1991,"Regina; German physician, educator (1771-1849)."
von Suttner,Venus,24.00,-10.60,234.90,"Crater, craters",1994,"Bertha; Austrian journalist, pacifist (1843-1914)."
Vostrukha Mons,Venus,180.00,-6.30,299.40,"Mons, montes",1997,Belorussian deity of home.
Vovchok Patera,Venus,80.00,-38.00,310.00,"Patera, paterae",1997,Marko (Mariya Vilinskaya-Markovich); Ukrainian/Russian writer (1833-1907).
Voynich,Venus,48.70,35.40,56.10,"Crater, craters",1985,Lilian; English writer (1864-1960).
Vupar Tholus,Venus,100.00,-13.50,306.00,"Tholus, tholi",1997,Chuvash (Volga area) evil spirit causing lunar and solar eclipses.
Vut-Ami Fluctus,Venus,1300.00,-38.00,67.00,"Fluctus, fluctūs",2000,Chuvash (Volga Region) fire goddess.
Waka Mons,Venus,60.00,26.30,207.70,"Mons, montes",2006,Polynesian lizard goddess.
Wala Dorsa,Venus,500.00,-17.00,62.00,"Dorsum, dorsa",1997,Fox (US Plains) name of the dawn.
Wanda,Venus,21.70,71.30,323.10,"Crater, craters",1985,Polish first name.
Wang Zhenyi,Venus,23.40,13.20,217.80,"Crater, craters",1994,"Chinese astronomer, mathematician (18th century)."
Warren,Venus,50.90,-11.70,176.50,"Crater, craters",1994,"Mercy; American colonial poet, playwright, historian (1728-1814)."
Wawalag Planitia,Venus,2600.00,-30.00,217.00,"Planitia, planitiae",1997,"Yulengor (Arnhemland) tale heroines, two sisters who evolved language."
Wazata,Venus,13.90,33.60,298.30,"Crater, craters",1997,Hausa (Nigeria) first name.
Weil,Venus,24.20,19.40,283.10,"Crater, craters",1994,Simone; French author (1909-1943).
Wendla,Venus,5.70,22.50,207.60,"Crater, craters",1997,Swedish first name.
Wen Shu,Venus,31.50,-5.00,303.70,"Crater, craters",1994,Chinese painter (1595-1634).
West,Venus,28.80,26.10,303.00,"Crater, craters",1994,"Rebecca; Irish novelist, critic, actress (1892-1983)."
Wharton,Venus,50.50,55.70,61.90,"Crater, craters",1985,Edith; American writer (1862-1937).
Whatitiri Corona,Venus,300.00,-83.00,140.00,"Corona, coronae",2000,"Māori ancestor goddess, great mother."
Wheatley,Venus,74.80,16.60,268.00,"Crater, craters",1994,Phillis; first black writer of note in America (1753-1784).
Whiting,Venus,35.70,-6.10,128.00,"Crater, craters",1994,"Sarah; American physicist, astronomer (1847-1927)."
Whitney,Venus,42.50,-30.20,151.30,"Crater, craters",1994,Mary; American astronomer (1847-1921).
Wieck,Venus,20.20,-74.20,244.80,"Crater, craters",1994,"Clara; German pianist, composer (1819-1896)."
Wilde Patera,Venus,75.00,-21.30,266.30,"Patera, paterae",2000,Lady Jane Francesca; Irish poet (1821-1891).
Wilder,Venus,35.10,17.40,122.60,"Crater, craters",1991,Laura Ingalls; American author (1867-1957).
Willard,Venus,48.40,-24.60,296.10,"Crater, craters",1994,Emma; American educator (1787-1870).
Wilma,Venus,12.50,36.70,1.70,"Crater, craters",1997,English first name.
Winema,Venus,21.70,3.00,168.60,"Crater, craters",1994,"Modoc Indian heroine, peacemaker (c. 1848-1932)."
Winnemucca,Venus,30.30,-15.40,121.10,"Crater, craters",1994,"Sarah; Piute interpreter, activist (c. 1844-1891)."
Witte Patera,Venus,35.00,-25.80,247.65,"Patera, paterae",2006,Wilhelmine; German astronomer (1777-1854).
Wiwi-yokpa,Venus,4.50,-73.80,228.40,"Crater, craters",1997,Abenaki/Algonquin (Canada) first name.
Wohpe Tholus,Venus,40.00,41.40,288.10,"Tholus, tholi",2006,"Lakota goddess of order, beauty, and happiness."
Wollstonecraft,Venus,44.10,-39.10,260.80,"Crater, craters",1994,Mary; English author (1759-1797).
[Woodhull Patera],Venus,83.00,37.40,305.40,"Patera, paterae",1991,Victoria; American-English lecturer (1838-1927).
Woolf,Venus,24.50,-37.70,27.20,"Crater, craters",1991,Virginia; British writer (1882-1941).
Workman,Venus,17.40,-12.90,299.90,"Crater, craters",1994,"Fanny; American mountaineer, author (1859-1925)."
Wu Hou,Venus,27.50,-25.50,317.40,"Crater, craters",1994,"Original name Wu Zhao, also called Wu Zetian, Chinese empress (c.624-705)."
Wurunsemu Tholus,Venus,83.00,40.60,209.90,"Tholus, tholi",1985,Hatti (proto-Hittite) sun goddess and mother of gods.
Wynne,Venus,10.00,55.00,53.60,"Crater, craters",1997,English first name.
Wyrd Mons,Venus,150.00,14.00,247.20,"Mons, montes",2003,Anglo-Saxon weaving goddess.
Xantippe,Venus,40.40,-10.90,11.80,"Crater, craters",1991,Wife of Socrates (5th century B.C.).
Xaratanga Chasma,Venus,1300.00,-54.00,70.00,"Chasma, chasmata",1997,Tarascan (Mexico) moon goddess.
Xcacau Corona,Venus,200.00,-56.00,131.00,"Corona, coronae",1997,Quiche (Guatemala) cacao goddess.
Xcanil Corona,Venus,200.00,-37.00,43.00,"Corona, coronae",1997,Aztec and Quiche maize goddess.
Xenia,Venus,13.50,-30.30,249.40,"Crater, craters",1997,Greek first name.
Xiao Hong,Venus,38.70,-43.50,101.70,"Crater, craters",1991,Chinese novelist (1911-1942).
Xilonen Corona,Venus,300.00,51.00,321.00,"Corona, coronae",1991,Aztec maize (fertility) goddess.
Ximena,Venus,12.80,-68.20,243.60,"Crater, craters",1997,Portuguese first name.
Xi Wang,Venus,7.70,14.00,208.00,"Crater, craters",1997,Chinese first name.
Xi Wang-mu Tessera,Venus,1300.00,-30.00,62.00,"Tessera, tesserae",1997,"Chinese goddess of west, keeper of medicine for eternal life."
Xmukane Corona,Venus,200.00,-28.20,269.50,"Corona, coronae",1997,Mayan mother and fertility goddess.
Xochiquetzal Mons,Venus,80.00,3.50,270.00,"Mons, montes",1994,Aztec goddess of flowers.
Xquiq Corona,Venus,55.00,38.10,14.60,"Corona, coronae",2003,Mayan fertility and motherhood divinity.
Xtoh Mons,Venus,110.00,39.70,194.20,"Mons, montes",2006,Quiche (Guatemala) goddess of weather and rain.
Xulab Vallis,Venus,820.00,-57.50,186.00,"Vallis, valles",1997,Mayan name for planet Venus.
Yablochkina,Venus,64.30,48.30,195.30,"Crater, craters",1985,Aleksandra; Soviet actress (1866-1964).
Yagami Fluctus,Venus,260.00,-80.60,152.00,"Fluctus, fluctūs",2000,"Japanese goddess, bride of god O-kuninusi."
Yakyt,Venus,13.80,2.10,170.20,"Crater, craters",1997,Karakalpak first name.
Yale,Venus,18.50,-13.40,271.20,"Crater, craters",1994,Caroline; American educator of the deaf (1848-1933).
Yalyane Dorsa,Venus,1200.00,7.00,177.00,"Dorsum, dorsa",1997,Nenets (Samoyed) maiden of light.
Yambika,Venus,6.50,32.60,208.70,"Crater, craters",1997,Mari (Volga Finn) first name.
Yanbike Corona,Venus,200.00,-1.50,328.50,"Corona, coronae",1997,Bashkir mythical first woman.
Yansa Tholus,Venus,20.00,76.10,232.20,"Tholus, tholi","Sep 04, 2009",Brazilian goddess of wind and fire.
Yaroslavna Corona,Venus,112.00,38.80,21.20,"Corona, coronae",2003,"Russian, wife of Prince Igor; patiently waited for his return from captivity (12th century). Name changed from Yaroslavna Patera."
[Yaroslavna Patera],Venus,112.00,38.80,21.20,"Patera, paterae",1985,"Russian, wife of Price Igor; patiently waited for his return from captivity (12th century). Name changed to Yaroslavna Corona."
Yasuko,Venus,10.60,-26.10,169.00,"Crater, craters",1997,Japanese first name.
Ya-Yerv Corona,Venus,275.00,-9.00,214.00,"Corona, coronae",2003,Nenets (Samoyed) Earth mother.
Yazruk,Venus,10.50,21.20,160.20,"Crater, craters",1997,"Nivkhi (Amur River area, E. Siberia) first name."
Yelya,Venus,8.60,-47.50,211.70,"Crater, craters",1997,Nenets (Samoyed) first name.
Yemysh,Venus,6.00,11.90,214.70,"Crater, craters",1997,Mari (Volga Finn) first name.
Yenkhoboy Fossae,Venus,900.00,-48.00,7.00,"Fossa, fossae",1997,Buryatian warrior sisters.
Yenlik,Venus,8.60,-16.00,225.40,"Crater, craters",1997,Kazakh first name.
Yerguk,Venus,6.30,42.70,226.80,"Crater, craters",1997,Neghidalian (Amur River) first name.
Yeska,Venus,9.10,27.40,230.10,"Crater, craters",1997,Selkup (Samoyed) first name.
Yetta,Venus,9.00,58.60,185.40,"Crater, craters",1997,"From Henrietta, German first name."
Ymoja Vallis,Venus,390.00,-71.60,204.80,"Vallis, valles",1994,Yoruba (Nigeria) river goddess.
Yokhtik,Venus,11.40,-50.10,158.10,"Crater, craters",1997,"Nivkhi (Amur River area, E. Siberia) first name."
Yoko,Venus,5.00,-5.70,232.00,"Crater, craters",1997,Japanese first name.
Yolanda,Venus,11.40,7.80,152.70,"Crater, craters",1997,Greek first name.
Yolkai-Estsan Mons,Venus,600.00,17.00,194.00,"Mons, montes",1997,Navajo myth female deity.
Yomile,Venus,13.60,-27.30,138.70,"Crater, craters",1997,Bashkir first name.
Yonge,Venus,42.80,-14.00,115.10,"Crater, craters",1994,Charlotte; English writer (1823-1901).
Yonok,Venus,9.50,-65.10,234.10,"Crater, craters",1997,Korean first name.
Yonsuk,Venus,8.50,-34.00,234.80,"Crater, craters",1997,Korean first name.
Yoshioka,Venus,16.60,-32.40,59.00,"Crater, craters",1994,"Yayoi; Japanese physician, college founder (c. 1871-1959)."
Ytunde,Venus,6.10,49.90,81.10,"Crater, craters",1997,Yoruba first name.
Yuki-Onne Tessera,Venus,1200.00,39.00,261.00,"Tessera, tesserae",1997,Japanese spirit of death.
Yumyn-Udyr Dorsa,Venus,1086.00,81.40,164.70,"Dorsum, dorsa",1985,Marian (Volga Finn) daughter of main god.
Yunya-mana Mons,Venus,500.00,-18.00,285.00,"Mons, montes",1997,Hopi prickly pear cactus maiden.
Yurt-Ava Tholus,Venus,15.00,-13.80,341.50,"Tholus, tholi",2000,Mordovian (Volga Finn) “;home's mother“; deity.
Yuvkha Valles,Venus,200.00,10.50,239.50,"Vallis, valles",1997,Turkman river spirit.
Yuzut-Arkh Fossae,Venus,550.00,48.00,224.00,"Fossa, fossae",1997,Khakas (S. Siberia) evil deity.
Yvette,Venus,10.60,7.50,249.60,"Crater, craters",1997,French first name.
Yvonne,Venus,14.50,-56.00,298.40,"Crater, craters",1994,French first name.
Zakiya,Venus,7.50,-66.50,234.10,"Crater, craters",1997,Arabic first name.
Zaltu Mons,Venus,220.00,18.00,163.50,"Mons, montes",2003,Assyro-Babylonian goddess.
Zamin Corona,Venus,315.00,31.50,258.30,"Corona, coronae",1997,Persian earth goddess.
Zamudio,Venus,19.00,9.60,189.30,"Crater, craters",1994,Adela; Bolivian poet (1854-1928).
Zana Tholus,Venus,26.00,-44.63,212.24,"Tholus, tholi","May 05, 2023","Albanian female deity of mountains, streams, springs, forests, similar to Roman Diana."
Zaramama Corona,Venus,240.00,-22.00,240.50,"Corona, coronae",2000,Quechua (Peru) maize deity.
Zarema,Venus,5.00,16.80,235.20,"Crater, craters",1997,Avarian (Daghestan) first name.
Zaryanitsa Dorsa,Venus,1100.00,0.00,170.00,"Dorsum, dorsa",1997,E. Slavic night lightning goddess.
Zdravka,Venus,12.50,65.10,299.00,"Crater, craters",1985,Bulgarian first name.
Zeinab,Venus,12.50,-2.20,159.60,"Crater, craters",1997,Persian first name.
Žemaite Patera,Venus,60.00,-35.00,263.00,"Patera, paterae",1997,Julia; Lithuanian writer (1845-1921).
Zemfira,Venus,11.40,-46.20,157.70,"Crater, craters",1997,Gypsy first name.
Žemina Corona,Venus,530.00,-11.70,186.00,"Corona, coronae",1994,Lithuanian fertility goddess.
Zemire Corona,Venus,200.00,31.50,312.50,"Corona, coronae",1997,Kumyk (Daghestan) fertility goddess.
Zemlika Corona,Venus,150.00,-33.50,50.00,"Corona, coronae",1997,Latvian earth goddess.
Zenobia,Venus,39.10,-29.30,28.60,"Crater, craters",1994,Queen of Palmyra (Syria) (third century A.D.).
Zerine,Venus,6.50,-29.60,258.60,"Crater, craters",1997,Persian first name.
Zewana Chasma,Venus,900.00,9.00,212.00,"Chasma, chasmata",1997,W. Slavic/Polish hunting goddess.
Zheztyrnak Fossae,Venus,180.00,-67.50,182.00,"Fossa, fossae",2000,"Kazakh evil deity, “;copper claw“; maiden."
Zhibek Planitia,Venus,2000.00,-40.00,157.00,"Planitia, planitiae",1997,Kazakh “;Kyz-Zhibek“; epic tale heroine.
Zhilova,Venus,53.00,66.30,125.70,"Crater, craters",1985,Maria; Russian astronomer (1870-1934).
Zhivana Corona,Venus,180.00,13.00,287.50,"Corona, coronae",1997,Slavic goddess of life.
Zhu Shuzhen,Venus,29.40,-26.50,356.50,"Crater, craters",1991,Chinese poet (1126-1200).
Zija,Venus,16.80,-3.50,265.00,"Crater, craters",1994,Azeri first name.
Zimcerla Dorsa,Venus,850.00,-47.50,73.50,"Dorsum, dorsa",1997,W. Slavic dawn goddess.
Zina,Venus,9.00,41.90,320.10,"Crater, craters",1985,Romanian first name.
Zipaltonal Fluctus,Venus,290.00,37.70,251.30,"Fluctus, fluctūs",1997,Nicaraguan creator goddess.
Zirka Tessera,Venus,450.00,33.00,300.00,"Tessera, tesserae",1997,Belorussian happiness goddess.
Zisa Corona,Venus,850.00,12.00,221.00,"Corona, coronae",1994,German harvest goddess.
