Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Lusaber Vallis,Venus,500.00,-47.50,164.00,"Vallis, valles",1997,Armenian name for planet Venus.
Lu Zhi,Venus,8.30,-42.60,303.40,"Crater, craters",1997,Chinese first name.
Lydia,Venus,15.20,10.70,340.70,"Crater, craters",1994,First name from Greek.
Lyon,Venus,12.40,-66.50,270.60,"Crater, craters",1994,"Mary; American educator, college president (1797-1849)."
Lyuba,Venus,12.40,1.60,283.90,"Crater, craters",1997,Russian first name.
Lyudmila,Venus,14.10,62.10,329.70,"Crater, craters",1985,Russian first name.
Maa-Ema Corona,Venus,300.00,40.80,102.50,"Corona, coronae",1994,Estonian harvest goddess.
Maa-Ling,Venus,6.00,-14.70,359.50,"Crater, craters",1994,Chinese first name.
Maat Mons,Venus,395.00,0.50,194.60,"Mons, montes",1982,Ancient Egyptian goddess of truth and justice.
MacDonald,Venus,17.60,30.00,120.70,"Crater, craters",1994,Flora; Scottish heroine (1722-1790).
Ma Corona,Venus,420.00,-22.50,57.00,"Corona, coronae",1997,Fertility goddess from Asia Minor.
Madalait Corona,Venus,150.00,37.60,206.40,"Corona, coronae",2006,Australian creator goddess; “;Creator of life.“;
Madderakka Corona,Venus,220.00,9.00,315.50,"Corona, coronae",1997,Lapp goddess of birth.
Madeleine,Venus,16.00,-4.70,293.20,"Crater, craters",1994,French first name.
Madina,Venus,6.30,22.70,58.00,"Crater, craters",1997,Kabarda first name.
Mae,Venus,7.50,-40.50,345.20,"Crater, craters",1997,"From Margaret, Greek first name."
Mafdet Tessera,Venus,370.00,9.20,38.50,"Tessera, tesserae",2003,Egyptian goddess of judicial authority and executions.
Magda,Venus,10.10,67.00,329.70,"Crater, craters",1985,Danish first name.
Magdalena,Venus,11.50,-11.20,48.70,"Crater, craters",1997,Spanish form of Hebrew first name.
Magnani,Venus,26.40,58.60,337.20,"Crater, craters",1985,Anna; Italian actress (1908-1973).
Mago-Halmi Tesserae,Venus,400.00,70.00,157.00,"Tessera, tesserae",1997,Korean helping goddess.
Magura Fossae,Venus,600.00,-12.00,332.50,"Fossa, fossae",1997,E. Slavic winged warrior maiden.
Magu Tessera,Venus,300.00,-52.00,305.00,"Tessera, tesserae",1997,Chinese goddess of immortality.
Mahina,Venus,15.40,-2.00,182.20,"Crater, craters",1994,Hawaiian first name.
Mahuea Tholus,Venus,110.00,-37.50,164.70,"Tholus, tholi",1994,Māori fire goddess.
Makh Corona,Venus,200.00,-48.70,85.00,"Corona, coronae",1994,Assyro-Babylonian goddess of fecundity.
Makola,Venus,16.60,-3.80,106.70,"Crater, craters",1994,Hawaiian first name.
Malibran Patera,Venus,60.00,-18.40,224.60,"Patera, paterae",2003,"Maria Felicia Garcia; Spanish/French singer (1808-1836), sister of Pauline Viardot-Garcia (see Viardot Patera)."
Malintzin Patera,Venus,60.00,57.00,81.50,"Patera, paterae",1991,"(Malina); Aztec Indian guide, interpreter (1501-1550)."
Maltby,Venus,36.60,-23.30,119.70,"Crater, craters",1994,Margaret; American physicist (1860-1944).
Mama-Allpa Corona,Venus,300.00,-27.00,31.00,"Corona, coronae",1994,Peruvian harvest goddess.
Mamajan,Venus,2.00,-65.10,257.30,"Crater, craters",1997,Turkman first name.
Mamapacha Fluctus,Venus,900.00,60.00,185.00,"Fluctus, fluctūs",1997,Inca earthquake goddess.
Mamitu Tesserae,Venus,900.00,22.00,44.00,"Tessera, tesserae",1997,Akkadian destiny goddess.
Manatum Tessera,Venus,3800.00,-4.00,64.00,"Tessera, tesserae",1997,Semitic goddess of fate.
Mansa,Venus,8.10,-33.90,63.40,"Crater, craters",1997,Akan first name.
Mansfield Patera,Venus,80.00,29.50,227.50,"Patera, paterae",1997,Cathrin (Cathleen Beauchamp); New Zealand writer (1888-1923).
Manto Fossae,Venus,536.00,63.60,64.90,"Fossa, fossae",1991,Greek war goddess.
Manton,Venus,20.50,9.30,26.90,"Crater, craters",1994,Sidnie; English zoologist (1902-1980) and Irene; botanist (1904-1988).
Manzan-Gurme Tesserae,Venus,1354.00,39.00,359.50,"Tessera, tesserae",1985,"Ancestress who possesses the book of fate in Mongol, Tibetan, Buriat mythologies."
Manzolini,Venus,41.80,25.60,91.30,"Crater, craters",1991,"Anna; Italian anatomist, teacher (1716-1774)."
Marake Colles,Venus,150.00,55.70,217.80,"Collis, colles",1997,Mansi (Ob River Ugra) sea mistress.
Maram Corona,Venus,600.00,-7.50,221.50,"Corona, coronae",1994,Oromo (Ethiopia) fertility goddess.
Maranda,Venus,16.80,4.90,169.70,"Crater, craters",1994,Latvian first name.
Mardezh-Ava Dorsa,Venus,906.00,32.40,68.60,"Dorsum, dorsa",1985,Marian (Volga Finn) wind goddess.
Marere,Venus,6.30,19.60,65.80,"Crater, craters",1997,Polynesian first name.
Maret,Venus,11.70,-33.30,280.20,"Crater, craters",1997,Estonian first name.
Margarita,Venus,13.00,12.70,9.20,"Crater, craters",1994,Greek first name.
Margit,Venus,14.00,60.10,273.10,"Crater, craters",1985,Hungarian first name.
Maria Celeste,Venus,97.50,23.40,140.40,"Crater, craters",1991,Daughter of Galileo (d. 1634).
Marianne,Venus,9.00,9.30,358.00,"Crater, craters",1997,"From Mary, Greek first name."
Mari Corona,Venus,200.00,54.00,151.00,"Corona, coronae",1994,Cretan goddess of plenty.
Marie,Venus,14.20,-21.70,232.40,"Crater, craters",1994,French first name.
Mariko,Venus,12.90,-23.30,132.90,"Crater, craters",1997,Japanese first name.
Markham,Venus,71.80,-4.10,155.60,"Crater, craters",1994,Beryl; English aviator (1902-1986).
Marsh,Venus,47.70,-63.60,46.60,"Crater, craters",1991,"Ngaio; New Zealand playwright, novelist (1899-1982)."
Martinez,Venus,23.50,-11.70,174.70,"Crater, craters",1994,"Maria; Pueblo artist, potter (1886-1980)."
Martuv Vallis,Venus,250.00,23.00,156.00,"Vallis, valles",1997,Kyrgyz river deity.
Marysya,Venus,6.30,53.30,75.10,"Crater, craters",1997,Belorussian first name.
Marzhan,Venus,13.80,-58.90,248.30,"Crater, craters",1994,Karakal first name.
Marzyana Corona,Venus,550.00,-53.00,67.50,"Corona, coronae",1997,West Slavic grain and fertility goddess.
Masako,Venus,23.80,-30.20,53.20,"Crater, craters",1994,Hozyo; Japanese ruler (1157-1225).
Masateotl Corona,Venus,180.00,-53.00,244.00,"Corona, coronae",2000,Aztec goddess of love and fertility.
Masha,Venus,6.40,60.70,88.50,"Crater, craters",1997,Russian first name.
[Masha],Venus,16.00,63.00,88.00,"Crater, craters",1994,Russian first name.
Ma Shouzhen,Venus,18.90,-35.70,92.50,"Crater, craters",1994,"Chinese poet, painter (1592-1628)."
Maslenitsa Corona,Venus,0.00,77.00,202.50,"Corona, coronae",1991,Slavonic personification of fertility.
Matahina,Venus,8.50,-72.30,65.90,"Crater, craters",1997,Polynesian first name.
Matlalcue Vallis,Venus,300.00,-33.00,167.50,"Vallis, valles",1997,Aztec fresh water goddess.
Maurea,Venus,9.90,-39.50,69.10,"Crater, craters",1997,Polynesian first name.
Mawu Corona,Venus,295.00,31.70,241.30,"Corona, coronae",1991,Fon (Benin) goddess of fertility.
Maxwell Montes,Venus,797.00,65.20,3.30,"Mons, montes",1979,James C.; British physicist (1831-1879).
Maya Corona,Venus,225.00,23.00,98.00,"Corona, coronae",1994,Hindu mother earth goddess.
Mayauel Corona,Venus,200.00,-27.50,154.00,"Corona, coronae",1994,Mexican goddess of plenty.
May-Enensi Corona,Venus,330.00,-42.50,68.00,"Corona, coronae",1997,Teleutan (S. Altay) fertility goddess.
Mbokomu Mons,Venus,460.00,-15.10,215.20,"Mons, montes",1994,Ngombe (Zaire) ancestor goddess.
Mbul'di,Venus,6.00,23.80,74.70,"Crater, craters",1997,Fulbe/Wodabi first name.
Mead,Venus,270.00,12.50,57.20,"Crater, craters",1991,Margaret; American anthropologist (1901-1978).
Medb Fluctus,Venus,350.00,-56.00,127.00,"Fluctus, fluctūs",1997,"Irish mother of gods, wife of Ailil."
Medeina Chasma,Venus,606.00,46.20,89.30,"Chasma, chasmata",1985,Lithuanian forest goddess.
Medhavi,Venus,30.40,-19.40,40.60,"Crater, craters",1994,"Ramabai; East Indian author, humanitarian (1858-1922)."
Megan,Venus,15.80,-61.80,130.60,"Crater, craters",1994,Welsh first name.
Mehseti Patera,Venus,60.00,16.00,311.00,"Patera, paterae",1997,Ganjevi; Azeri/Persian poetess (c. 1050-c. 1100).
Meiboia Tholus,Venus,85.00,-44.70,281.30,"Tholus, tholi",1997,Greek bee goddess.
Meitner,Venus,149.00,-55.60,321.60,"Crater, craters",1979,Lise; Austrian physicist (1878-1968).
Melanie,Venus,12.30,-62.80,144.30,"Crater, craters",1994,First name from Greek.
Melanka,Venus,9.00,34.40,19.20,"Crater, craters",1997,Ukranian first name.
Melba,Venus,21.80,4.70,193.50,"Crater, craters",1994,Nellie; Australian opera singer (1861-1931).
Melia Mons,Venus,311.00,62.80,119.30,"Mons, montes",1985,Greek nymph.
Melina,Venus,12.70,-69.90,319.50,"Crater, craters",1997,Greek first name.
Mem Loimis Mons,Venus,300.00,9.50,209.00,"Mons, montes",1997,Wintun (California) goddess.
Mena Colles,Venus,850.00,-52.50,160.00,"Collis, colles",1994,Roman goddess of menses.
Menat Undae,Venus,100.00,-24.80,339.40,"Unda, undae",1994,Arabian desert goddess.
Meni Tessera,Venus,454.00,48.10,77.90,"Tessera, tesserae",1985,Semitic goddess of fate.
Menkerot Dorsa,Venus,770.00,-20.00,351.50,"Dorsum, dorsa",2000,"Ancient Egyptian goddess, mother of the sun."
[Mentha Mons],Venus,79.00,43.00,237.30,"Mons, montes",1985,"Roman goddess, personification of the human mind. Name changed to Mentha Tholus."
Mentha Tholus,Venus,79.00,43.00,237.30,"Tholus, tholi",1997,"Roman goddess, personification of the human mind. Name changed from Mentha Mons."
Merak Vallis,Venus,200.00,-63.50,162.00,"Vallis, valles",1997,Balochi (Pakistan) river deity.
Meredith,Venus,11.40,-14.50,278.90,"Crater, craters",1997,English first name.
Merian,Venus,22.20,34.50,76.30,"Crater, craters",1991,Maria; Dutch entomologist (1647-1717).
Merisa Fluctus,Venus,630.00,20.50,9.00,"Fluctus, fluctūs",2000,Adygan (N. Caucasus) beekeeping goddess.
Merit Ptah,Venus,16.50,11.40,115.60,"Crater, craters",1994,"Egyptian queen, physician (c. 2700 B.C.)."
Mert Fluctus,Venus,250.00,-50.50,230.50,"Fluctus, fluctūs",2000,Egyptian goddess of music and singing.
Mertseger Mons,Venus,450.00,-38.10,270.30,"Mons, montes",1997,Snake goddess of the Theban necropolis.
Mesca Corona,Venus,190.00,27.00,342.60,"Corona, coronae",1994,Irish fertility goddess.
Meskhent Tessera,Venus,1056.00,65.80,103.10,"Tessera, tesserae",1985,Egyptian goddess of fortune.
Metelitsa Dorsa,Venus,1300.00,16.00,31.00,"Dorsum, dorsa",1997,E. Slavic snowstorm deity.
Metis Mons,Venus,920.00,71.00,253.00,"Mons, montes","Dec 09, 2009",Greek Titaness.
[Metis Regio],Venus,729.00,70.90,251.80,"Regio, regiones",1982,Greek Titaness.
Metra Corona,Venus,101.00,26.00,97.70,"Corona, coronae",1991,Persian fertility/moon goddess.
Mežas-Mate Chasma,Venus,506.00,51.00,50.70,"Chasma, chasmata",1985,Latvian forest goddess.
Mezrina Patera,Venus,60.00,-33.30,68.80,"Patera, paterae",2000,Anna; Russian clay toy sculptor (1853-1938).
Michelle,Venus,15.00,-19.60,40.50,"Crater, craters",1994,First name from French.
Mielikki Mons,Venus,450.00,-27.80,280.50,"Mons, montes",1997,Finnish forest goddess.
Migazesh Colles,Venus,230.00,-49.00,198.00,"Collis, colles",2000,Adygan (N. Caucasus) daughter of sea goddess.
Mikhaylova Patera,Venus,70.00,-26.80,348.20,"Patera, paterae",1997,Dariya (better known as Dasha of Sevastopol); Russian nurse (c. 1830-c. 1915).
Milda Mons,Venus,48.00,52.50,159.40,"Mons, montes",1991,Lithuanian goddess of love.
Mildred,Venus,12.00,-51.70,348.30,"Crater, craters",1997,English first name.
Millay,Venus,48.00,24.40,111.20,"Crater, craters",1991,Edna St. Vincent; American poet (1892-1950).
Minerva Fossae,Venus,0.00,64.50,252.50,"Fossa, fossae",1985,Roman goddess of war.
Minona Corona,Venus,130.00,23.50,218.50,"Corona, coronae","Mar 14, 2008",Benin (W. Africa) goddess who grants fertility to both women and the land.
Minu-Anni Tessera,Venus,1300.00,-20.00,30.00,"Tessera, tesserae",1997,Assyrian fate goddess.
Miovasu,Venus,4.50,72.10,99.90,"Crater, craters",1997,Cheyenne first name.
Mirabeau,Venus,23.80,1.10,284.30,"Crater, craters",1994,Sibylle; French writer (d. 1932).
Miralaidji Corona,Venus,300.00,-14.00,163.80,"Corona, coronae",1994,Aborigine fertility goddess.
Miriam,Venus,16.50,36.50,48.20,"Crater, craters",1994,First name from Hebrew.
Mirizir Corona,Venus,70.00,-66.40,185.00,"Corona, coronae",2000,Kassitan (Babylonia) earth and fertility goddess.
Misne Chasma,Venus,610.00,78.30,316.50,"Chasma, chasmata",1985,Mansi (Siberia) forest maiden.
Mist Chasma,Venus,244.00,39.50,247.30,"Chasma, chasmata",1997,Norse Valkyrie. Changed from Mist Fossae.
[Mist Fossae],Venus,244.00,39.50,247.30,"Fossa, fossae",1985,Norse Valkyrie. Changed to Mist Chasma.
Miti Corona,Venus,180.00,-3.50,259.80,"Corona, coronae",2000,Koryak and Itelmen (Kamchatka) the Raven's (world creator) wife.
[Mnemosyne Regio],Venus,0.00,65.80,277.90,"Regio, regiones",1982,Greek Titaness.
Modron Corona,Venus,50.00,32.80,23.10,"Corona, coronae",2003,Welsh divine mother goddess.
Moira Tessera,Venus,361.00,58.70,310.50,"Tessera, tesserae",1985,Greek fate goddess.
Mokosha Mons,Venus,270.00,57.70,255.00,"Mons, montes",1985,East Slavic main goddess.
Molpadia Linea,Venus,0.00,-48.00,355.00,"Linea, lineae",1982,Amazon.
Molpe Colles,Venus,548.00,76.00,192.00,"Collis, colles",1991,Greek; mother of Sirens.
Momu Coronae,Venus,260.00,-21.00,220.30,"Corona, coronae",2003,Darghinan (Daghestan) childbirth deity.
Mona Lisa,Venus,79.40,25.60,25.10,"Crater, craters",1991,(Lisa Giacondo); Leonardo da Vinci's model (b. c. 1474).
Monika,Venus,25.50,72.30,122.40,"Crater, craters",1985,German first name.
Monoshi Tholus,Venus,15.00,-37.70,252.00,"Tholus, tholi",2006,Bengal goddess of snakes.
[Montagu],Venus,20.00,36.90,177.70,"Crater, craters",1994,"Mary; English medical pioneer, poet, writer (1689-1762)."
Montessori,Venus,42.10,59.40,280.00,"Crater, craters",1985,Maria; Italian educator (1870-1952).
Montez,Venus,21.10,17.90,266.50,"Crater, craters",1994,Lola; Irish dancer (1818-1861).
Moombi Corona,Venus,100.00,-64.50,235.50,"Corona, coronae",1997,"Gikuyu (Kenya), the first woman, ancestor of nine tribes."
Moore,Venus,21.10,-30.40,248.40,"Crater, craters",1994,"Marianne; American poet, editor (1887-1972)."
Morana Chasma,Venus,317.00,68.90,24.60,"Chasma, chasmata",1985,Czech moon goddess.
Morisot,Venus,48.00,-61.20,211.30,"Crater, craters",1994,Berthe; French artist (1841-1895).
Morongo Valles,Venus,660.00,-20.00,111.40,"Vallis, valles",2003,Makoni (Zimbabwe) name of Venus as evening star.
Morrigan Linea,Venus,3200.00,-54.50,311.00,"Linea, lineae",1991,Celtic war goddess.
Mortim-Ekva Fluctus,Venus,1250.00,1.00,334.00,"Fluctus, fluctūs",2000,Mansi (Ob River Ugra) mistress of “;Bird's country“;.
Mosaido,Venus,7.40,17.30,75.20,"Crater, craters",1997,Fulbe/Wodabi first name.
Moses,Venus,28.00,34.60,119.90,"Crater, craters",1985,"Anna Mary Robertson, “;Grandma“;; American painter (1860-1961)."
Mots Chasma,Venus,464.00,51.90,56.10,"Chasma, chasmata",1985,Avarian (Caucasus) moon goddess.
Mou-nyamy Corona,Venus,200.00,-49.50,59.00,"Corona, coronae",1997,Nganasan (Samoyed) life bringing goddess.
Mowatt,Venus,38.40,-14.60,292.30,"Crater, craters",1994,"Anna; American actress, playwright, author (1819-1870)."
Mugazo Planitia,Venus,1500.00,-69.00,60.00,"Planitia, planitiae",1997,Vietnamese tale heroine.
Mu Guiying,Venus,32.30,41.20,81.00,"Crater, craters",1991,Chinese warrior.
Muhongo Mons,Venus,175.00,10.60,174.50,"Mons, montes",2003,Mbundu (Angola) ancestor deity.
Mukhina,Venus,24.50,29.50,0.50,"Crater, craters",1985,Vera; Soviet sculptor (1889-1953).
Mukylchin Corona,Venus,525.00,-12.50,46.00,"Corona, coronae",1997,"Udmurt (Urals Finn, Russia) fertility goddess."
Mumtaz-Mahal,Venus,38.20,30.30,228.40,"Crater, craters",1994,"Mogul empress, Taj Mahal namesake (1592-1631)."
Munter,Venus,32.10,-15.30,39.30,"Crater, craters",1994,Gabriele; German painter (1877-1962).
Muriel,Venus,20.20,-41.70,12.40,"Crater, craters",1994,First name from Greek.
Muru Tholus,Venus,40.00,-9.00,305.50,"Tholus, tholi",1997,Estonian deity of meadows.
Muta Mons,Venus,54.00,55.50,358.30,"Mons, montes",1991,Roman goddess of silence.
Muzamuza Corona,Venus,163.00,65.60,205.40,"Corona, coronae",1997,Indian earth goddess.
Mykh-Imi Corona,Venus,150.00,-73.00,99.00,"Corona, coronae",1997,Khanty (Ob River Ugra) earth goddess.
Mylitta Fluctus,Venus,1250.00,-54.00,355.50,"Fluctus, fluctūs",1991,Semitic mother goddess.
Naatse-elit Dorsa,Venus,950.00,-66.00,249.00,"Dorsum, dorsa",1997,Navajo rainbow goddess.
Nabuzana Corona,Venus,525.00,-8.50,47.00,"Corona, coronae",1994,Ganda (Uganda) crop goddess.
Nadeyka,Venus,9.30,-54.80,305.30,"Crater, craters",1997,Belorussian first name.
Nadia,Venus,11.30,-27.90,0.60,"Crater, craters",1997,Russian first name.
Nadine,Venus,18.60,7.80,359.10,"Crater, craters",1994,First name from French.
Nadira,Venus,31.40,44.10,201.50,"Crater, craters",1985,Uzbek poet (1791-1842).
Nagavonyi Corona,Venus,190.00,-18.50,259.00,"Corona, coronae",1994,Ganda (Uganda) crop goddess.
Naguchitsa Fossae,Venus,730.00,-35.60,159.30,"Fossa, fossae",2003,"Adygan evil warrior, old woman with iron teeth."
Nahas-tsan Mons,Venus,500.00,14.00,205.00,"Mons, montes",1997,Navajo Mother Earth.
Nahete Colles,Venus,400.00,38.00,241.00,"Collis, colles",1997,Fon (Benin) wife of sea god Agbe.
Nahid Valles,Venus,500.00,-55.10,171.00,"Vallis, valles",1997,Persian name for planet Venus.
Naijok Fossae,Venus,450.00,-70.20,337.00,"Fossa, fossae",1997,Dinka (Sudan) evil deity.
Nakai,Venus,4.50,-61.00,286.20,"Crater, craters",1997,Cheyenne first name.
Nalkowska,Venus,22.20,28.10,290.00,"Crater, craters",1994,"Zofia; Polish novelist, playwright (1884-1954)."
Nalkuta,Venus,6.50,30.10,307.80,"Crater, craters",1997,Ossetian (N. Caucasus) first name.
Nalwanga Corona,Venus,380.00,48.70,247.00,"Corona, coronae",1997,Ganda (Uganda) goddess of childbirth.
Nambi Dorsum,Venus,1125.00,-72.50,213.00,"Dorsum, dorsa",1994,Ugandan sky goddess.
Nambubi Fluctus,Venus,850.00,-61.00,135.00,"Fluctus, fluctūs",1997,"Ganda goddess, mother of god Mukasa."
Namiko,Venus,13.00,43.40,56.20,"Crater, craters",1997,Japanese first name.
Namjyalma Fossae,Venus,560.00,2.50,2.70,"Fossa, fossae",2000,Tibetan victorious mother.
Nammu Farra,Venus,160.00,2.30,169.40,"Farrum, farra",2003,Assyro-Babylonian goddess of the waters of creation.
Nana,Venus,8.80,49.80,75.40,"Crater, craters",1985,Serbocroatian first name.
Nana-Buluku Coronae,Venus,230.00,39.40,14.00,"Corona, coronae",2003,"Dahomean world creator deity, both male and female."
Nancy,Venus,4.40,6.40,272.20,"Crater, craters","Jun 16, 2010",First name derived from Hebrew.
Nanen Corona,Venus,50.00,69.90,198.50,"Corona, coronae",2000,Brazilian Earth and nature goddess.
Nang-byon Chasma,Venus,450.00,4.00,316.50,"Chasma, chasmata",1997,Thaichang/White Thai (Vietnam) moon goddess.
Nang Pao Corona,Venus,160.00,-47.00,204.50,"Corona, coronae",2000,"S. Laotian mythical ruler who called for rain, bringing fertility to the rice fields."
Nanichi,Venus,19.00,-44.80,337.80,"Crater, craters",2000,Taino (Puerto Rico) first name.
Nantosuelta Vallis,Venus,320.00,-61.90,193.00,"Vallis, valles",1997,Celtic river goddess.
Naomi,Venus,17.50,6.00,70.30,"Crater, craters",1994,First name from Hebrew.
Naotsete Corona,Venus,200.00,-58.30,249.50,"Corona, coronae",1997,"Keresan Pueblo ancestor goddess, mother of all foreign (non-Keresan) people."
Naran Dorsa,Venus,600.00,-54.00,238.00,"Dorsum, dorsa",1997,Mongolian sun goddess.
Narina Tholi,Venus,55.00,-25.80,80.00,"Tholus, tholi",2000,Australian wild bird goddess.
Narundi Fossae,Venus,700.00,-66.50,329.00,"Fossa, fossae",1997,Elam goddess of victory.
Nastya,Venus,12.50,-49.00,275.80,"Crater, craters",1997,"From Anastasiya, Russian first name."
Natalia,Venus,10.80,67.10,272.90,"Crater, craters",1985,Romanian first name.
Natami Dorsa,Venus,800.00,-71.50,258.00,"Dorsum, dorsa",1997,Mon (Burma/Myanmar) beauty fairy.
Naunet Fluctus,Venus,200.00,-81.00,136.00,"Fluctus, fluctūs",2000,Ancient Egyptian (Heliopolis) sky goddess.
Navka Planitia,Venus,2100.00,-8.10,317.60,"Planitia, planitiae",1982,East-Slavic mermaid.
Navolga Corona,Venus,170.00,-48.60,296.50,"Corona, coronae",1997,Ganda (Uganda) goddess of childbirth.
Nayunuwi Montes,Venus,900.00,2.00,83.00,"Mons, montes",1997,Cherokee stone-clad female monster.
Nazit Mons,Venus,350.00,22.50,240.00,"Mons, montes",2003,Egyptian winged serpent goddess.
Ndara Tholus,Venus,70.00,-57.50,16.00,"Tholus, tholi",1997,"Toraji (Sulavesi Isl., Indonesia) underworld and earthquake goddess."
Ndella,Venus,5.90,-15.90,60.70,"Crater, craters",1997,Wolof first name.
Ndoi Corona,Venus,225.00,-20.30,230.30,"Corona, coronae",2003,Mende (Sierra Leone) Earth and nature goddess.
Neago Fluctūs,Venus,0.00,49.30,351.00,"Fluctus, fluctūs",1991,Seneca (USA) goddess of silence.
Neda,Venus,7.70,16.70,313.50,"Crater, craters",1997,Macedonian first name.
Nedko,Venus,8.50,-8.80,317.60,"Crater, craters",1997,Nenets (Samoyed) first name.
Nedolya Tesserae,Venus,1200.00,5.00,294.00,"Tessera, tesserae",1997,E. Slavic bad fate goddess.
Neegyauks Tholus,Venus,30.00,-68.60,200.00,"Tholus, tholi",2000,Tlingit (SE Alaska) volcano woman and frog princess.
Neeltje,Venus,10.00,12.40,124.40,"Crater, craters",1997,Dutch first name.
Nefertiti Corona,Venus,371.00,35.90,48.20,"Corona, coronae",1991,Beautiful Egyptian queen (c. 1390-c. 1354 B.C.).
Nehalennia Corona,Venus,345.00,14.00,10.00,"Corona, coronae",1994,Teutonic fertility goddess.
Nei-Teukez Corona,Venus,90.00,14.20,258.80,"Corona, coronae",2003,"Micronesian (Gilbert Islands, Kiribati) mother of gods."
Nekhebet Fluctus,Venus,400.00,0.00,35.00,"Fluctus, fluctūs",1997,Egyptian vulture goddess.
Nelike,Venus,6.30,-26.80,329.20,"Crater, craters",1997,Nanay (E. Siberia) first name.
Němcová,Venus,22.90,5.90,125.10,"Crater, craters",1991,"Božena; Czech novelist, poet (1820-1882)."
Nemesis Tesserae,Venus,355.00,40.00,181.00,"Tessera, tesserae",1985,Greek goddess of fate.
Ne Ngam Mons,Venus,200.00,-43.00,257.50,"Mons, montes",1997,Lao world creator goddess.
Nephele Dorsa,Venus,1937.00,39.70,138.80,"Dorsum, dorsa",1985,Greek cloud goddess.
Nepra Vallis,Venus,350.00,1.40,24.20,"Vallis, valles",1997,E. Slavic goddess of Dneper River.
Nepret Corona,Venus,303.00,52.70,6.80,"Corona, coronae",1991,Egyptian grain goddess.
Nepthys Mons,Venus,350.00,-33.00,317.50,"Mons, montes",1991,Egyptian goddess of barren lands.
Neringa Regio,Venus,1100.00,-65.00,288.00,"Regio, regiones",1997,Lithuanian seacoast giantess.
Nertus Tholus,Venus,66.00,61.20,247.90,"Tholus, tholi",1985,German/Norse vegetation goddess.
Nevelson,Venus,69.80,-35.30,307.80,"Crater, craters",1994,Louise; American artist (1899-1988).
Ney-Anki Fluctus,Venus,950.00,-37.00,105.00,"Fluctus, fluctūs",2000,Khanty (Ob River Ugra) mother of fire.
Neyterkob Corona,Venus,211.00,49.70,204.70,"Corona, coronae",1991,Masai earth/fertility goddess.
Ngaio,Venus,9.50,-53.30,61.80,"Crater, craters",1997,Māori first name.
Ngone,Venus,12.20,6.00,331.90,"Crater, craters",1997,"Wolof (W. Africa, Senegal) first name."
Ngyandu Vallis,Venus,500.00,-62.00,12.00,"Vallis, valles",1997,Swahili name for planet Venus.
Nichka Dorsa,Venus,550.00,-10.00,354.00,"Dorsum, dorsa",2000,Ukrainian night deity.
Nicole,Venus,6.40,48.40,259.30,"Crater, craters",1997,French first name.
[Nightingale],Venus,0.00,62.00,132.00,"Crater, craters",1982,Florence; English nurse (1820-1910).
Nightingale Corona,Venus,471.00,63.60,129.50,"Corona, coronae",1985,Florence; English nurse (1820-1910).
Nijinskaya,Venus,36.20,25.80,122.50,"Crater, craters",1991,Bronislava; Russian dancer (1891-1972).
Nijole Mons,Venus,150.00,45.00,185.00,"Mons, montes",1997,Lithuanian underworld goddess. Spelling changed from Niola Mons.
Nike Fossae,Venus,800.00,-59.50,340.00,"Fossa, fossae",1991,Greek goddess of victory.
Nikolaeva Patera,Venus,100.00,33.90,267.50,"Patera, paterae",2006,Olga V.; Russian planetologist/geochemist (1941-2000).
Nilanti,Venus,9.20,-38.20,331.40,"Crater, craters",1997,Singalese first name.
Nilsson,Venus,27.30,-75.90,277.60,"Crater, craters",1994,"Christine; Swedish opera singer, violinist (1843-1921)."
Nimba Corona,Venus,88.00,32.80,204.50,"Corona, coronae",2006,Guinea (West Africa) Earth and mother goddess.
Nin,Venus,27.10,-3.90,266.40,"Crater, craters",1994,Anais; French novelist (1903-1977).
Nina,Venus,24.60,-55.50,238.70,"Crater, craters",1994,First name from Russian.
Ningal Lineae,Venus,225.00,9.00,60.70,"Linea, lineae","Sep 23, 2010",Sumerian desert goddess.
[Ningal Undae],Venus,225.00,9.00,60.70,"Unda, undae",1994,Sumerian desert goddess.
Ningyo Fluctus,Venus,970.00,-5.50,206.00,"Fluctus, fluctūs",1994,Japanese fish goddess.
Ninhursag Corona,Venus,125.00,-38.00,23.50,"Corona, coronae",1994,Babylonian earth goddess.
Ninisinna Mons,Venus,110.00,25.70,197.50,"Mons, montes",2006,Mesopotamian goddess of health and healing.
Ninkarraka Corona,Venus,150.00,65.30,221.00,"Corona, coronae",1997,Babylonian goddess of childbirth.
Ninmah Corona,Venus,700.00,16.50,49.00,"Corona, coronae",2003,Sumer-Akkadian mother goddess.
Nintu Corona,Venus,75.00,19.20,123.50,"Corona, coronae",1994,Akkadian earth goddess.
Ninzi,Venus,7.10,15.90,331.70,"Crater, craters",1997,Burma (Myanmar) first name.
Niobe Planitia,Venus,5008.00,21.00,112.30,"Planitia, planitiae",1982,Greek; her 12 children killed by Artemis and Apollo.
Nipa Tholus,Venus,140.00,8.40,255.70,"Tholus, tholi",2003,Algonquin moon goddess.
Nirmali Corona,Venus,60.00,-6.30,172.30,"Corona, coronae",2000,Nuristan (NE Afghanistan) childbirth goddess.
Nishtigri Corona,Venus,275.00,-24.50,72.00,"Corona, coronae",1994,Hindu earth mother.
